username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes
mariaabadiaalvesrabelo,mariaabadiaalvesrabelo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
kledoca,kledoca,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
maj.cunha,maj.cunha,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
daniell_hutim,daniell_hutim,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
taissaramalho,taissaramalho,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,17
emilioalves44,emilioalves44,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
sandraamorim40,sandraamorim40,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
wellingtowwn,wellingtowwn,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
marcilene__vilela,marcilene__vilela,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
millene.stefanne,millene.stefanne,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,10
mariabsp__,mariabsp__,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
keila.regina77,keila.regina77,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
ruirochagomes20,ruirochagomes20,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
_cris.souza,_cris.souza,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,18
paulosergiosilvaprofessor,paulosergiosilvaprofessor,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
andressagsaad,andressagsaad,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
tutoria.seducgo,tutoria.seducgo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,26
gleibernascimento,gleibernascimento,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
vinapradop,vinapradop,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
diovannaoficial,diovannaoficial,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
yasmin_21anos_,yasmin_21anos_,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,23
deboras_almeida,deboras_almeida,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,9
franflordelotus7000,franflordelotus7000,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,13
eularissa_14042024,eularissa_14042024,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
antonialuzalva,antonialuzalva,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
dossantosdenubia,dossantosdenubia,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,11
emanuela_araujo290,emanuela_araujo290,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
anapaula6448,anapaula6448,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
ludimilaferpaula,ludimilaferpaula,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
regialaranjeiras,regialaranjeiras,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,21
marconibranquinho,marconibranquinho,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,17
muniz_frederico,muniz_frederico,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
jotapebio,jotapebio,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
christianepsmoraes,christianepsmoraes,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
jp.coliveira,jp.coliveira,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
geraldoejunior,geraldoejunior,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
paulo.amf,paulo.amf,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
______usuario.do.i__nstagram__,______usuario.do.i__nstagram__,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
f.soutoluciana,f.soutoluciana,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
w.w_beta_,w.w_beta_,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
adrianapastanasilva,adrianapastanasilva,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
michelleschmitz335,michelleschmitz335,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,24
jocielmasantos4,jocielmasantos4,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
ezequiel_wzyx,ezequiel_wzyx,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
cepimanoelvicenterosa,cepimanoelvicenterosa,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
jadirafaela5,jadirafaela5,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
sonia_e_eurides,sonia_e_eurides,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,33
hely.maia,hely.maia,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
rodrigocamposgyn,rodrigocamposgyn,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
atelie_anapaula_leao,atelie_anapaula_leao,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
domingosmilsom,domingosmilsom,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,16
morais_.rian,morais_.rian,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
vivi.botelhorv,vivi.botelhorv,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
jasmingoiis_,jasmingoiis_,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
pauloricardo.alves.7165,pauloricardo.alves.7165,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
fredsodre,fredsodre,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
marallidealmeida,marallidealmeida,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
cemvs.oficial,cemvs.oficial,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,9
joaodaviniquees,joaodaviniquees,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
mariadioniziadiasrodrigues,mariadioniziadiasrodrigues,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
goncalvesdeoliveiramoema,goncalvesdeoliveiramoema,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
alicerdanlucenamacedo,alicerdanlucenamacedo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
jurema.diluz,jurema.diluz,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
angraar,angraar,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
lucianapiresarantes2018,lucianapiresarantes2018,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,6
tiago.flecha.10,tiago.flecha.10,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,8
cordeirorailda,cordeirorailda,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,14
laylamiranda583,laylamiranda583,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
liri_queiroz,liri_queiroz,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
ozeiasmirandaoriginal,ozeiasmirandaoriginal,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
sfernandomachado,sfernandomachado,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
adrianoqueiroz27,adrianoqueiroz27,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
profnaianearaujo,profnaianearaujo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
bernardino_teus11,bernardino_teus11,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
cecilia_garcia_808,cecilia_garcia_808,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,15
hwang_geo_sooji,hwang_geo_sooji,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
prof.pablosouza,prof.pablosouza,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,12
keliane_oliveira0.0,keliane_oliveira0.0,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
pedrin_.n,pedrin_.n,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
fernanda.cecilia.10,fernanda.cecilia.10,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
profkellycristina,profkellycristina,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,9
eurides_edvando,eurides_edvando,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
_ribeirozs._,_ribeirozs._,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
vilmardebastos,vilmardebastos,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,17
sirlei.rodrigues.925,sirlei.rodrigues.925,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
sandraluzfreitas,sandraluzfreitas,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
sirleidealvess1,sirleidealvess1,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
elenirodriguesde,elenirodriguesde,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
rogerniger,rogerniger,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
hugolleles,hugolleles,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
alessandradefatima18,alessandradefatima18,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
jorges_diva,jorges_diva,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
yasmymkc5,yasmymkc5,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
lourdes.neres,lourdes.neres,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
prof.alanancy,prof.alanancy,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
brunomcorreia,brunomcorreia,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,19
gvitoria_barcelos_,gvitoria_barcelos_,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,12
laryssapsicologa,laryssapsicologa,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
alexandrarita1,alexandrarita1,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
flaviofzr,flaviofzr,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
pretadoramy,pretadoramy,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
projeto_de_incentivo_a_lecto_,projeto_de_incentivo_a_lecto_,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,26
franomc,franomc,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,53
ketss.xl,ketss.xl,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,6
prof.carloscesarhiga,prof.carloscesarhiga,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
nilva.neres,nilva.neres,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
emerson.psicopedagogo,emerson.psicopedagogo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
sueidmendonca,sueidmendonca,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,12
danielle.guimaraes1,danielle.guimaraes1,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
marciaburjack,marciaburjack,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
yasmim_yfs,yasmim_yfs,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,11
liliane_cepi_joseluciano,liliane_cepi_joseluciano,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,9
vitoria_ro15,vitoria_ro15,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
xy_hendrya,xy_hendrya,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
alzira_brito__,alzira_brito__,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
margareth.costa.7583,margareth.costa.7583,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
gessy.rss,gessy.rss,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,14
merendagyn,merendagyn,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
vanessaregina.barbosa,vanessaregina.barbosa,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,9
edimarfss,edimarfss,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
renatasimoesaraujo,renatasimoesaraujo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
dinalvacantallops.cantallops,dinalvacantallops.cantallops,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
vanuza.leite.10,vanuza.leite.10,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
prof_nayraguedes,prof_nayraguedes,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,15
jes_sicallima,jes_sicallima,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
simonymattos.1,simonymattos.1,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
cre_ceres,cre_ceres,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,9
isaribeirosp,isaribeirosp,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
jhulyfns,jhulyfns,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
biologo.valdivino,biologo.valdivino,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
maciel_.amanda,maciel_.amanda,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,9
goias_eseusencantos,goias_eseusencantos,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
walkyriaromano,walkyriaromano,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,23
estudanteatitudecesanam,estudanteatitudecesanam,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,6
cepi_padre_trindade,cepi_padre_trindade,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,13
lorenconijefferson,lorenconijefferson,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
jpgarcia100,jpgarcia100,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
kelly_manso_supervisora,kelly_manso_supervisora,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
mariajrmohn,mariajrmohn,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,24
oficialfernandoalves,oficialfernandoalves,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,12
marilymariano,marilymariano,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
bel_albuquerques,bel_albuquerques,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
androsrb,androsrb,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
andreianfpaula,andreianfpaula,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
deboralima5950,deboralima5950,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
fernandes_maria_vitoria,fernandes_maria_vitoria,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
dionymelo,dionymelo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
fredpitta,fredpitta,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
pedroivoturko,pedroivoturko,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
lindomarplay,lindomarplay,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
daniella_fc16,daniella_fc16,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
sidneyalex39,sidneyalex39,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,12
kellita.araujo,kellita.araujo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
beneditotaniacelia,beneditotaniacelia,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,10
teacher_elissandra,teacher_elissandra,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,11
marimoraisx,marimoraisx,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
cejbmp,cejbmp,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,6
reginaejsr,reginaejsr,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
newtonrander,newtonrander,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,37
sabrina.lorranee,sabrina.lorranee,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
helena_da_costa_bezerra,helena_da_costa_bezerra,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
dudu.silva62,dudu.silva62,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,6
vivianeguimaraes78,vivianeguimaraes78,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
euminfs,euminfs,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
keziaccruz,keziaccruz,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,22
capitellimarcio,capitellimarcio,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,9
lucieneidealves,lucieneidealves,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
cepi.mejp,cepi.mejp,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,8
tsaadi_t,tsaadi_t,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
deuselitrindadecroche,deuselitrindadecroche,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
shirleymury,shirleymury,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
daniessasscosta,daniessasscosta,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
deboramaiabarbosan,deboramaiabarbosan,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
camilabeatrizfaria,camilabeatrizfaria,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
adrianaapv4,adrianaapv4,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
rosienirabreu,rosienirabreu,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
esthella.gr,esthella.gr,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
carmem2015,carmem2015,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
girls_lasvegas,girls_lasvegas,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
estudantes.atitudes_cjff2025,estudantes.atitudes_cjff2025,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
cepi_serafim_jti,cepi_serafim_jti,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
tere.silvagyn,tere.silvagyn,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
rejanepurcina,rejanepurcina,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
walejandroy,walejandroy,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
deborahlopes___,deborahlopes___,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,8
robertarochamaddox,robertarochamaddox,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
waleskaarcanjo,waleskaarcanjo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,7
jovemcidadao_agl,jovemcidadao_agl,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
vanessa.arlinda,vanessa.arlinda,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
thayse_jesus34,thayse_jesus34,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
leriavinhal01,leriavinhal01,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
davi_lucas10965,davi_lucas10965,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,12
ksantoschaves,ksantoschaves,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
regi.ane11,regi.ane11,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
fellype.wz,fellype.wz,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
wolneylima2023,wolneylima2023,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,12
joanainaalmeida,joanainaalmeida,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
pacificovereador,pacificovereador,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
drikamartins191981,drikamartins191981,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
ea.piaget,ea.piaget,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
wesllanenegrao_professora,wesllanenegrao_professora,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
vivianegsantos92,vivianegsantos92,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
erica0679,erica0679,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
aprenderbrincarecomer.abc,aprenderbrincarecomer.abc,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
pvd_oliveirazss04,pvd_oliveirazss04,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
jane.mbrandao,jane.mbrandao,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
aaagabriely,aaagabriely,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
leyabernardolobo,leyabernardolobo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,27
nandalusimas,nandalusimas,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
lucianaarminda_professora,lucianaarminda_professora,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
well.4lves,well.4lves,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
joana5534,joana5534,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
josiias.dutra_21,josiias.dutra_21,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,4
isacgarcez,isacgarcez,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
m.marasousa,m.marasousa,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
victorfabiano123,victorfabiano123,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
dalvasoares17,dalvasoares17,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,5
rejane__borges,rejane__borges,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
gabrielagomes.oliv,gabrielagomes.oliv,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
eliselacerdaa,eliselacerdaa,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
isaiasbarbosaa,isaiasbarbosaa,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
cepiosvaldo,cepiosvaldo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
maria_leila.carvalho,maria_leila.carvalho,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
pat.ricia865,pat.ricia865,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
mariaclaraalves8885,mariaclaraalves8885,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
cregoianesia,cregoianesia,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
murillofurtadofotografias,murillofurtadofotografias,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
aidabastos28,aidabastos28,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
its_.thefyy,its_.thefyy,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
nadialyne_pires,nadialyne_pires,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
cepi.caldas,cepi.caldas,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
goiastecoficial,goiastecoficial,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,6
ana_queila74,ana_queila74,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
lu_castrows,lu_castrows,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
thaisa_anders,thaisa_anders,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
humbertomarra,humbertomarra,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
creposse,creposse,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,3
lorranemr_lobo,lorranemr_lobo,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
karlacaroline.af,karlacaroline.af,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,1
ana.catarinaassis,ana.catarinaassis,False,Seguir,1,curtidas_completo_seducgoias.csv,2025-08-12,2
