data_post,texto_post,username_curtiu,nome_completo_curtiu,verificado,url_foto_perfil,status_relacao,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado_extra,status_conta
2024-12-16T18:00:36.000Z,,aroucalivia,aroucalivia,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/277637461_946228949372438_765993608306565241_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QEtktOBiJxDoPEcmqN_YZNOm8AVJbPrCIo0x5aO-jL8WpBb-UW9bp93O5C-tB86AoI&_nc_ohc=Rpp3osVzgIYQ7kNvwH-xE_R&_nc_gid=iFh5Ib8HTs6hddC9bvxwXw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRKtK__j7JFe8Wrg6t_sS7v0uu7ASmYQsZKl3g1rpYGAg&oe=68830DE8&_nc_sid=8809c9,Seguir,"aroucalivia 565 565 1.182 1.182 2.218 2.218 Ana Lívia Arouca Apaixonada pela família, amigos, e viagens. 🛫🌎",565,565,1182,https://www.threads.com/@aroucalivia?xmt=AQF0y5r0Km2kU132HATnk92jZpEJV25IgfANbTg1rQKSNPA,False,Pública
2024-12-16T18:00:36.000Z,,zelfamarianno,zelfamarianno,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/502274931_18469286668079157_8641111371175407233_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QEtktOBiJxDoPEcmqN_YZNOm8AVJbPrCIo0x5aO-jL8WpBb-UW9bp93O5C-tB86AoI&_nc_ohc=Yh9dmCMugRYQ7kNvwGj9GPF&_nc_gid=iFh5Ib8HTs6hddC9bvxwXw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfTklvGkKfI-FygS-9zed5q6EdtXzwmLYvOxFF0NHcrQ5A&oe=68831E35&_nc_sid=8809c9,Seguir,zelfamarianno 134 134 851 851 401 401 Zelfa Mariano,134,134,851,https://www.threads.com/@zelfamarianno?xmt=AQF0CFXFydAuzxWBR-oJMCif0JziY54Naz1h-nwd0TLr5Lo,False,Pública
2024-12-16T18:00:36.000Z,,nemiasgomespmw,nemiasgomespmw,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/19120271_304357896656128_4831241929100361728_a.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QEtktOBiJxDoPEcmqN_YZNOm8AVJbPrCIo0x5aO-jL8WpBb-UW9bp93O5C-tB86AoI&_nc_ohc=bJp8vg-9MgQQ7kNvwGJhE-z&_nc_gid=iFh5Ib8HTs6hddC9bvxwXw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfSVQ5l2ARj8Tocgcnjc5eG5_LfXJbsrN92_EZR5iD1-nQ&oe=68830C83&_nc_sid=8809c9,Seguir,nemiasgomespmw 74 74 1.379 1.379 1.272 1.272 Nemias Gomes Porto Galinhas,74,74,1379,,False,Pública
2024-12-16T18:00:36.000Z,,vivianreisadm,vivianreisadm,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/322777952_824928648605131_4295903741903583375_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QEtktOBiJxDoPEcmqN_YZNOm8AVJbPrCIo0x5aO-jL8WpBb-UW9bp93O5C-tB86AoI&_nc_ohc=dexKt8OcaBIQ7kNvwEfWOct&_nc_gid=iFh5Ib8HTs6hddC9bvxwXw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfTO2QkU15UBW1DwKZRRlUqQDpIxTnASkYK1q4YDxpRE9w&oe=68831FE3&_nc_sid=8809c9,Seguir,"vivianreisadm 25 25 654 654 1.647 1.647 Vívian Reis ""É por instinto que eu encontro a luz.” ❤💫 (Kell Smith) Vívian Reis ""É por instinto que eu encontro a luz.” ❤💫 (Kell Smith)",25,25,654,,False,Pública
2024-12-16T18:00:36.000Z,,wellensohn_bastos,wellensohn_bastos,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/251838788_308908014288362_2350339960065567297_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QEtktOBiJxDoPEcmqN_YZNOm8AVJbPrCIo0x5aO-jL8WpBb-UW9bp93O5C-tB86AoI&_nc_ohc=DAFgvyFAYgAQ7kNvwH6GOc3&_nc_gid=iFh5Ib8HTs6hddC9bvxwXw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfQW_bw9usdhwkDFwLbcYiKeCtxaM7Ir8dL8KKdT01fM9A&oe=688336E7&_nc_sid=8809c9,Seguir,wellensohn_bastos 31 31 598 598 1.177 1.177 Wellensohn Bruno Economista 👉 Agente de Orientação Empresarial - AOE 👶 Pai de um lindo garoto Benício. Momentos Momentos Sebrae Dia Feliz Destaques Momentos Momentos Sebrae Dia Feliz Destaques,31,31,598,https://www.threads.com/@wellensohn_bastos?xmt=AQF06pPsY4GKeL4YSp4aAA0f1Rcr15StdTU51cW6rjln-d8,False,Pública
2024-12-16T18:00:36.000Z,,ricard.marques14,ricard.marques14,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/497571203_17883040179278011_2589171515143309812_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QEtktOBiJxDoPEcmqN_YZNOm8AVJbPrCIo0x5aO-jL8WpBb-UW9bp93O5C-tB86AoI&_nc_ohc=fSMVYH54Qc4Q7kNvwHDu8PK&_nc_gid=iFh5Ib8HTs6hddC9bvxwXw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfTR7g4ORhjBLljMraPzYxyTH7Fvi2KlKfzGw1ggWcDWyg&oe=68833FD6&_nc_sid=8809c9,Seguir,ricard.marques14 385 385 140 140 1.688 1.688 Ricardo Marques Em Paz . Em um relacionamento feliz. com a vida Acredito em Deus mas devemos fazer as coisas certas.Cumplicidade Amor... mais Ricardo Marques Em Paz . Em um relacionamento feliz. com a vida Acredito em Deus mas devemos fazer as coisas certas.Cumplicidade Amor... mais Em Paz . Em um relacionamento feliz. com a vida Acredito em Deus mas devemos fazer as coisas certas.Cumplicidade Amor ... mais mais,385,385,140,,False,Pública
2024-12-16T18:00:36.000Z,,benhur.penno,benhur.penno,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/472172961_1282901009613328_8684236142473130044_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QEtktOBiJxDoPEcmqN_YZNOm8AVJbPrCIo0x5aO-jL8WpBb-UW9bp93O5C-tB86AoI&_nc_ohc=uOSF-E9nNOwQ7kNvwEjSqQ_&_nc_gid=iFh5Ib8HTs6hddC9bvxwXw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfTDunb_NOthUbFt9honJfQgHnqsqw61NL23FtG4eGXiPg&oe=68830F55&_nc_sid=8809c9,Seguir,benhur.penno 32 32 317 317 415 415 Benhur Penno Destaques,32,32,317,https://www.threads.com/@benhur.penno?xmt=AQF0Y2Tt7HkySNJVUPSFL1mahd_oVHENWm4pfnAs_mZH_fw,False,Pública
2024-12-16T13:00:37.000Z,,laurenicemesquita,laurenicemesquita,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/320424660_1189111965147523_722821783745017768_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QE9CQ_d8_sp5OAzSCiX2sXcUECGnmh0trq58oUkopZlveetmBbZ2WVDE2ikXv1lgK0&_nc_ohc=aEFj2--kuj0Q7kNvwEjSgtm&_nc_gid=eANW9x28MQOZYCPCehk6Rw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfTa0C5MSMbDIxu300gpurcR1NCQFF6h6q9vvgjU6sCDPw&oe=6883334E&_nc_sid=8809c9,Seguir,"laurenicemesquita 417 417 1.090 1.090 1.116 1.116 Laurenice Mesquita 🏠 São Luís/Palmas-TO 🎓 Economista 🎓 Especialista em Gestão de Negócios ""Se não houvesse amor, de nada valeria"" Laurenice Mesquita 🏠 São Luís/Palmas-TO 🎓 Economista 🎓 Especialista em Gestão de Negócios ""Se não houvesse amor, de nada valeria""",417,417,1090,,False,Pública
2024-12-16T13:00:37.000Z,,auditoria.digital,auditoria.digital,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/120601282_1746419415525087_2915071187480818660_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QE9CQ_d8_sp5OAzSCiX2sXcUECGnmh0trq58oUkopZlveetmBbZ2WVDE2ikXv1lgK0&_nc_ohc=t6Wl2G9W63EQ7kNvwFO_7f_&_nc_gid=eANW9x28MQOZYCPCehk6Rw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfQPFPcNeOpXh8h0O4F9WqZfW2SIFuFXIWnZuBhRn7-upw&oe=68831235&_nc_sid=8809c9,Seguir,auditoria.digital 239 239 1.962 1.962 247 247 Auditoria Digital Criador(a) de conteúdo digital ... mais mais Eventos Conteúdos Memes Frases Insights Eventos Conteúdos Memes Frases Insights,239,239,1962,,False,Pública
2024-12-16T13:00:37.000Z,,caroline.longhi.10,caroline.longhi.10,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/481810561_934899405463083_8660540233632415513_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QE9CQ_d8_sp5OAzSCiX2sXcUECGnmh0trq58oUkopZlveetmBbZ2WVDE2ikXv1lgK0&_nc_ohc=xxupNsXUgQsQ7kNvwH_Y4cn&_nc_gid=eANW9x28MQOZYCPCehk6Rw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRbE9Jp30-izBLruZkSVDz4xanLcGnKYRwhuUDvTRAxxw&oe=68830E97&_nc_sid=8809c9,Seguir,caroline.longhi.10 187 187 1.776 1.776 2.199 2.199 Caroline Longhi ... mais mais,187,187,1776,,False,Pública
