username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes
lari_ludwig,lari_ludwig,False,Seguir,1,clinicavidacfs.csv,2025-08-02,3
annaakarolzinha,annaakarolzinha,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
spoli.ribeiro,spoli.ribeiro,False,Seguir,1,clinicavidacfs.csv,2025-08-02,3
jorge_luiiz00,jorge_luiiz00,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
artesanalconfresa,artesanalconfresa,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
sandrafullana,sandrafullana,False,Seguir,1,clinicavidacfs.csv,2025-08-02,8
dudsll,dudsll,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
cristianejelliander15,cristianejelliander15,False,Seguir,1,clinicavidacfs.csv,2025-08-02,3
paraisonaturalmt,paraisonaturalmt,False,Seguir,1,clinicavidacfs.csv,2025-08-02,3
uber.dointerior,uber.dointerior,False,Seguir,1,clinicavidacfs.csv,2025-08-02,3
samia1127,samia1127,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
luckash,luckash,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
idetecemim,idetecemim,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
maiarasantos_martins,maiarasantos_martins,False,Seguir,1,clinicavidacfs.csv,2025-08-02,6
vania.cunha.545,vania.cunha.545,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
siliocamposdossantos,siliocamposdossantos,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
josevianadeoliveira,josevianadeoliveira,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
wedna.fernandes,wedna.fernandes,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
martafamattos,martafamattos,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
renatavilelafaria22,renatavilelafaria22,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
castilhodelima,castilhodelima,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
divina.donizete,divina.donizete,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
silva_rafaelgabrielda,silva_rafaelgabrielda,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
marciahelenasayd,marciahelenasayd,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
rosa.afonso.900,rosa.afonso.900,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
1opcoes,1opcoes,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
k902ll.902,k902ll.902,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
wandersondejesusfarias,wandersondejesusfarias,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
arianaalvesribeiro2963,arianaalvesribeiro2963,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
raianedesousafranca,raianedesousafranca,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
freitaselienedasilva,freitaselienedasilva,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
luciana.ss391,luciana.ss391,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
_vittudias,_vittudias,False,Seguir,1,clinicavidacfs.csv,2025-08-02,5
lannacriscarvalho,lannacriscarvalho,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
deuzivans.fonseca,deuzivans.fonseca,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
soniamoreiradosa,soniamoreiradosa,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
leniferreiralima,leniferreiralima,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
danielxavyer,danielxavyer,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
marinalvapaixaonalva,marinalvapaixaonalva,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
lays_costa_silva,lays_costa_silva,False,Seguir,1,clinicavidacfs.csv,2025-08-02,12
taivaniacarvalho,taivaniacarvalho,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
kellyethiago1,kellyethiago1,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
mariajose_gaciadossantos,mariajose_gaciadossantos,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
suelinacroche,suelinacroche,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
gtaniadasilva,gtaniadasilva,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
patricia_do.lar4filhas,patricia_do.lar4filhas,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
elissandra5723,elissandra5723,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
angelaalbiino,angelaalbiino,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
drycateixeira15,drycateixeira15,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
nilde_silva.pv,nilde_silva.pv,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
janine.silva,janine.silva,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
licalacos76,licalacos76,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
venerandocirsoa,venerandocirsoa,False,Seguir,1,clinicavidacfs.csv,2025-08-02,3
tatielemoraispires,tatielemoraispires,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
pollianala,pollianala,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
luceliaoliveir4,luceliaoliveir4,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
marlyferreirademelocoelho,marlyferreirademelocoelho,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
alessandra.barcellos.31,alessandra.barcellos.31,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
arianesantos4748,arianesantos4748,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
rose_kopiolski,rose_kopiolski,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
wanderleyraquel,wanderleyraquel,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
silascamilo39,silascamilo39,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
camarceli,camarceli,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
rosanebeal1,rosanebeal1,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
luciana_fernandes_2019,luciana_fernandes_2019,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
magn.a761,magn.a761,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
fiamabuenoficial,fiamabuenoficial,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
rosimeire_affonso,rosimeire_affonso,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
uireseraquel,uireseraquel,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
samia_tabosa,samia_tabosa,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
luanolliveira,luanolliveira,False,Seguir,1,clinicavidacfs.csv,2025-08-02,4
lary.santosc,lary.santosc,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
leilaribeirosantos197,leilaribeirosantos197,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
silvaneidedasilvamaria,silvaneidedasilvamaria,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
mislenealvesdea,mislenealvesdea,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
marivania_melo_osnobe,marivania_melo_osnobe,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
elizangelasokolowski,elizangelasokolowski,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
luzia_carvalhorosa,luzia_carvalhorosa,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
lucianabaruffi,lucianabaruffi,False,Seguir,1,clinicavidacfs.csv,2025-08-02,3
construtora_d.t,construtora_d.t,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
muniz_ts,muniz_ts,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
cleonicerag,cleonicerag,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
ediangela4,ediangela4,False,Seguir,1,clinicavidacfs.csv,2025-08-02,3
clinicamedicasaosebastiao,clinicamedicasaosebastiao,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
beneditaconstantino1010,beneditaconstantino1010,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
tatiane1645,tatiane1645,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
goncalvessilvad,goncalvessilvad,False,Seguir,1,clinicavidacfs.csv,2025-08-02,4
kariellymontell,kariellymontell,False,Seguir,1,clinicavidacfs.csv,2025-08-02,4
multprofissoesconfresa,multprofissoesconfresa,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
nutri_fernandaostermann,nutri_fernandaostermann,False,Seguir,1,clinicavidacfs.csv,2025-08-02,4
tellesplinio72,tellesplinio72,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
olenascribe.umwlrk,olenascribe.umwlrk,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
leiddi_ane,leiddi_ane,False,Seguir,1,clinicavidacfs.csv,2025-08-02,6
dentistacaldeira,dentistacaldeira,False,Seguir,1,clinicavidacfs.csv,2025-08-02,11
destaques.confresamt,destaques.confresamt,False,Seguir,1,clinicavidacfs.csv,2025-08-02,6
valnoroes,valnoroes,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
sidileideg,sidileideg,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
iltomar_123,iltomar_123,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
doralice_r_s,doralice_r_s,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
dani7santana,dani7santana,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
_enzinho_h,_enzinho_h,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
dah_nunez,dah_nunez,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
aless.andra1236,aless.andra1236,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
rosinha4942,rosinha4942,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
_dudaalencar00,_dudaalencar00,False,Seguir,1,clinicavidacfs.csv,2025-08-02,4
jeisilanysouza,jeisilanysouza,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
welaburi__004,welaburi__004,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
lopes.leandrasilva,lopes.leandrasilva,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
cia.de__rodeio_,cia.de__rodeio_,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
gustavomariotti_,gustavomariotti_,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
cleia.luzia.14,cleia.luzia.14,False,Seguir,1,clinicavidacfs.csv,2025-08-02,4
lucianaoliveira2291,lucianaoliveira2291,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
olga_da_silva_batista,olga_da_silva_batista,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
katthy.f,katthy.f,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
souzadossantosmaisa,souzadossantosmaisa,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
07.maithielly,07.maithielly,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
vivia.ne1851,vivia.ne1851,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
__terro___deles__,__terro___deles__,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
ada_olima,ada_olima,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
rlk_gsvitiinn33,rlk_gsvitiinn33,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
henrique26820,henrique26820,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
nathielly_tapirape,nathielly_tapirape,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
vulgo_gilwander,vulgo_gilwander,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
mariaantoniaxavierdossantos,mariaantoniaxavierdossantos,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
andressa.segalla.169,andressa.segalla.169,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
ariany0946,ariany0946,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
stx_kaah_,stx_kaah_,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
rvaldivina,rvaldivina,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
adriana_araujo_oliveira_,adriana_araujo_oliveira_,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
_manuelacxz,_manuelacxz,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
nayanidossantosbarboza,nayanidossantosbarboza,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
saradias12345,saradias12345,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
wallita_da_silva,wallita_da_silva,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
eu_vitoria3.0,eu_vitoria3.0,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
leandraa_rodrigues,leandraa_rodrigues,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
sirlene.diniz.9,sirlene.diniz.9,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
kalita_de_paula,kalita_de_paula,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
laninha_fernandes_2018,laninha_fernandes_2018,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
aline_graciele7151,aline_graciele7151,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
leticiasilvados776,leticiasilvados776,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
marc.osjunior6477,marc.osjunior6477,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
polly_rodrigues76,polly_rodrigues76,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
indiozin_xw_oficial,indiozin_xw_oficial,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
myllisilvagb,myllisilvagb,False,Seguir,1,clinicavidacfs.csv,2025-08-02,5
yasminlaurindobasilio2022,yasminlaurindobasilio2022,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
wellykadejesuslima,wellykadejesuslima,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
marleusadiasmarinho,marleusadiasmarinho,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
rafaelll_silva01,rafaelll_silva01,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
julya._.xz,julya._.xz,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
___cg__carlos_daniel_062,___cg__carlos_daniel_062,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
manu_sousawagner,manu_sousawagner,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
luzialopesda5,luzialopesda5,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
p_alex77,p_alex77,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
thiagoo.netto2707,thiagoo.netto2707,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
ilane_sousa_,ilane_sousa_,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
nathalia_milena_,nathalia_milena_,False,Seguir,1,clinicavidacfs.csv,2025-08-02,2
naianny_mendes_,naianny_mendes_,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
__cg__das__paty__062,__cg__das__paty__062,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
marilia_magalhaes_cardoso,marilia_magalhaes_cardoso,False,Seguir,1,clinicavidacfs.csv,2025-08-02,4
46_weliton,46_weliton,False,Seguir,1,clinicavidacfs.csv,2025-08-02,1
