username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,classe
natalia.esteticaa,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,esteticista
_leidianeestetica,_leidianeestetica,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,esteticista
aksaudeeestetica,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,esteticista
estetica_bigode2022,Estetica_Bigode2022,False,Seguir,1,dados_avancados_seguidores_enriquecido_acipparaiso copy.csv,2025-08-28,4,esteticista
monicaaquino_estetica,Monicaaquino_Estetica,False,Seguir,1,dados_avancados_seguidores_enriquecido_acipparaiso copy.csv,2025-08-28,4,esteticista
joesteticaecosmeticos,Joesteticaecosmeticos,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,esteticista
jt.esteticadental,Jt.Esteticadental,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,esteticista
bl.esteticaavancada,Bl.Esteticaavancada,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,esteticista
andreiavieira_esteticista,Andreiavieira_Esteticista,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,esteticista
jadnamaiaestetica,jadnamaiaestetica,False,Seguir,1,dados_avancados_seguidores_enriquecido_edianemarinho_.csv,2025-08-28,2,esteticista
jessicabritoestetica,jessicabritoestetica,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,esteticista
esteticaeumamaia,esteticaeumamaia,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,esteticista
estetica.paulasousa,estetica.paulasousa,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,esteticista
michelesteticas,michelesteticas,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,esteticista
esteticistalorraynetavares,esteticistalorraynetavares,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,esteticista
daniborgesestetica,daniborgesestetica,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,esteticista
fernandanathaly.esteticista,fernandanathaly.esteticista,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,esteticista
lumontel_esteticista,lumontel_esteticista,False,Seguir,1,seguidores_enriquecido_implantus.co.csv,2025-08-28,1,esteticista
isa_massoterapia_estetica,isa_massoterapia_estetica,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,esteticista
estetica_automotivaautoclean,estetica_automotivaautoclean,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,esteticista
dalcim.esteticaautomotiva,dalcim.esteticaautomotiva,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,esteticista
