username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,classe
dr.mateusbez,Dr.Mateusbez,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,medico
dr.soarescairo,Dr.Soarescairo,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,medico
dr.ismael.armondes,Dr.Ismael.Armondes,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,medico
dr.jefersonrrodrigues,Dr.Jefersonrrodrigues,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,medico
dr.vanessalima,Dr.Vanessalima,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,3,medico
dr.cleissonchagas,Dr.Cleissonchagas,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,3,medico
rejane_andr,Rejane_Andr,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,medico
andr.essa_063,andr.essa_063,False,Seguir,1,dados_avancados_seguidores_enriquecido_edianemarinho_.csv,2025-08-28,2,medico
dr.rudneymarcosjr,dr.rudneymarcosjr,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,medico
darla_ddr,darla_ddr,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,medico
dr.allan_park,dr.allan_park,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,medico
dr.lorenzosalva_dor,dr.lorenzosalva_dor,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,medico
dr.dasmaquinasemarmores,dr.dasmaquinasemarmores,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,medico
gustavo.cdr,gustavo.cdr,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,medico
lucena_gilberto_dr,lucena_gilberto_dr,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,medico
andr.eiamaciel389,andr.eiamaciel389,False,Seguir,1,seguidores_enriquecido_implantus.co.csv,2025-08-28,1,medico
dr.edimar.nogueira,dr.edimar.nogueira,False,Seguir,1,seguidores_enriquecido_implantus.co.csv,2025-08-28,1,medico
pedrohenriquevelozodr,pedrohenriquevelozodr,False,Seguir,1,seguidores_enriquecido_implantus.co.csv,2025-08-28,1,medico
dr.murilo_borges,dr.murilo_borges,False,Seguir,1,seguidores_enriquecido_implantus.co.csv,2025-08-28,1,medico
dr.cheumo,dr.cheumo,False,Seguir,1,seguidores_enriquecido_sebraeto.csv,2025-08-28,1,medico
dr.hamiltonfrancofilho,dr.hamiltonfrancofilho,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,medico
dr.mikaelsousa_,dr.mikaelsousa_,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,medico
dr.thomasbbezerra,dr.thomasbbezerra,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,medico
dr.thiagoferraz,dr.thiagoferraz,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,medico
barbeariadr.cortesstyllus,barbeariadr.cortesstyllus,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,medico
