username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,classe
dra.anavitoriia,dra.anavitoriia,False,Seguir,1,curtidas_completo_dra.carolcabrall.csv,2025-08-28,2,dr
dra.mikaellyfelixx,dra.mikaellyfelixx,False,Seguir,1,curtidas_completo_dra.carolcabrall.csv,2025-08-28,2,dr
dra.anekellyborges,dra.anekellyborges,False,Seguir,1,curtidas_completo_edianemarinho_.csv,2025-08-28,3,dr
dra.beatrizvimercati,dra.beatrizvimercati,False,Seguir,1,curtidas_completo_joycekarolina_naildesigner.csv,2025-08-28,1,dr
alexandra.abreu.1848,alexandra.abreu.1848,False,Seguir,1,curtidas_completo_sebraeto.csv,2025-08-28,2,dr
dra.danilaassis,dra.danilaassis,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.daiseassis,dra.daiseassis,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.vaniamoraes,dra.vaniamoraes,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
alessandra.barcellos.31,alessandra.barcellos.31,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.niegesouza,dra.niegesouza,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.liviasf,dra.liviasf,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.priscyllakelliny,dra.priscyllakelliny,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
sandra.muchalak,sandra.muchalak,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.anne_karoline,dra.anne_karoline,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
liandra.gui,liandra.gui,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.niceiasousa,dra.niceiasousa,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.yasmin_carvalho,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.kalyttalencar,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,3,dr
dra.leidianereggiori,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
leandra.maya.167,leandra.maya.167,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.eduardamariotti,dra.eduardamariotti,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
alessandra.ramos.129,alessandra.ramos.129,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.marianagomesb,dra.marianagomesb,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
lisandra.pricilla,lisandra.pricilla,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.nayanadiel,dra.nayanadiel,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.cassia_carvalho,dra.cassia_carvalho,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.jessicaramos,dra.jessicaramos,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
leandra.almeida27,leandra.almeida27,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.evelinoliveira,dra.evelinoliveira,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.daianemorais,dra.daianemorais,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.leidianemartins,dra.leidianemartins,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.rafaellagomees,dra.rafaellagomees,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.thaiscristina,dra.thaiscristina,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.iranildes,dra.iranildes,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
sandra.martinsluz,sandra.martinsluz,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.rosangelassouz,dra.rosangelassouz,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra._izaura_oliveiraaa,dra._izaura_oliveiraaa,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.noemiwong,dra.noemiwong,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
iandra.cristinne.144,iandra.cristinne.144,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.leticiadomingues,dra.leticiadomingues,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
andra.vlima,andra.vlima,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.thaynaraaires,dra.thaynaraaires,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.gessicamarcianos,dra.gessicamarcianos,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.micaelelopes,dra.micaelelopes,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.gabrielaludwig,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.anap_reis,dra.anap_reis,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.noelhia,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.sintialeismann,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.virginialeal,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.yedakarolina,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.antonielledermato,,False,,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
alessandra.v.b,alessandra.v.b,False,Seguir,1,curtidas_tratado_confresa_vila_rica_sao_felix_MT.csv,2025-08-28,1,dr
dra.paulamascarenhas,Dra.Paulamascarenhas,False,Seguir,1,dados_avancados_seguidores_enriquecido_acipparaiso copy.csv,2025-08-28,4,dr
dra.pamellamedeiros,Dra.Pamellamedeiros,False,Seguir,1,dados_avancados_seguidores_enriquecido_acipparaiso copy.csv,2025-08-28,5,dr
sandra.gomes___,Sandra.Gomes___,False,Seguir,1,dados_avancados_seguidores_enriquecido_acipparaiso copy.csv,2025-08-28,4,dr
dra.sabrinasouza,Dra.Sabrinasouza,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,dr
dra.anielesoarescosta,Dra.Anielesoarescosta,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,dr
dra.karenluizarodrigues,Dra.Karenluizarodrigues,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,3,dr
dra.alinemascarenhas,Dra.Alinemascarenhas,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,dr
dra.anapaularocha,Dra.Anapaularocha,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,dr
dra.van_theos,Dra.Van_Theos,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,dr
dra.vanessamarquess,Dra.Vanessamarquess,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,dr
dra.kellen.a.castro,Dra.Kellen.A.Castro,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,dr
dra.saud,Dra.Saud,False,Seguir,1,dados_avancados_seguidores_enriquecido_clinicadraleticiakarolline.csv,2025-08-28,2,dr
indra.g.c,indra.g.c,False,Seguir,1,dados_avancados_seguidores_enriquecido_edianemarinho_.csv,2025-08-28,2,dr
dra.nataliafigueredoo,dra.nataliafigueredoo,False,Seguir,1,dados_avancados_seguidores_enriquecido_edianemarinho_.csv,2025-08-28,2,dr
dra.gabriellacaixeta,dra.gabriellacaixeta,False,Seguir,1,dados_avancados_seguidores_enriquecido_edianemarinho_.csv,2025-08-28,2,dr
dra.melissaoliveiram,dra.melissaoliveiram,False,Seguir,1,seguidores_enriquecido_dra.carolcabrall.csv,2025-08-28,1,dr
dra.patriciabulhoes,dra.patriciabulhoes,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,dr
dra.mirianlimaa,dra.mirianlimaa,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,dr
dra.alinestival,dra.alinestival,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,dr
dra.alineseabra,dra.alineseabra,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,dr
dra.hellen.peres,dra.hellen.peres,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,dr
dra.andressabarrosb,dra.andressabarrosb,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,dr
alenssandra.oliveira,alenssandra.oliveira,False,Seguir,1,seguidores_enriquecido_edianemarinho_.csv,2025-08-28,1,dr
dra.michelymelo,dra.michelymelo,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,dr
dra.michellemiranda,dra.michellemiranda,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,dr
dra.ynaiararezende,dra.ynaiararezende,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,dr
dra.rayaneferreira,dra.rayaneferreira,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,dr
dra.hanna_pimentel,dra.hanna_pimentel,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,dr
alexandra.amorim.33483,alexandra.amorim.33483,False,Seguir,1,seguidores_enriquecido_fisiocep.csv,2025-08-28,1,dr
dra.giselebarros,dra.giselebarros,False,Seguir,1,seguidores_enriquecido_implantus.co.csv,2025-08-28,1,dr
alessandra.nogueira.85,alessandra.nogueira.85,False,Seguir,1,seguidores_enriquecido_implantus.co.csv,2025-08-28,1,dr
dra.aniellemarques,dra.aniellemarques,False,Seguir,1,seguidores_enriquecido_souto.barbearia.csv,2025-08-28,1,dr
